tag	name	len	vol	rad	voxc	defc	col	tips	parent	beta	gamma	nchild	q	s
patient16.gd	"(131, 290, 37)-(133, 289, 34)"	5.927286	38.959261	1.446447	49	27	#00f0ff	2	"(133, 288, 33)-(133, 289, 34)"	1.79287	3.42212	2	1.909646339	NA
patient16.gd	"(131, 290, 37)-(142, 297, 43)"	19.116427	74.376771	1.11286	42	0	#00d1ff	1	"(131, 290, 37)-(133, 289, 34)"	0.769375	3.225157	0	NA	NA
patient16.gd	"(129, 292, 44)-(131, 290, 37)"	10.722936	26.563132	0.88799	15	0	#ff0015	1	"(131, 290, 37)-(133, 289, 34)"	0.613911	1.80908	0	NA	NA
patient16.gd	"(131, 281, 39)-(131, 283, 35)"	6.82663	81.460273	1.948924	73	27	#8800ff	4	"(130, 276, 32)-(131, 283, 35)"	0.850853	0.55737	2	2.734797868	NA
patient16.gd	"(131, 281, 39)-(134, 278, 43)"	7.557764	70.83502	1.727239	44	4	#ff7a7ffffffffffffe7d	3	"(131, 281, 39)-(131, 283, 35)"	0.886253	1.1071	3	1.491720342	NA
patient16.gd	"(134, 278, 43)-(141, 272, 49)"	13.893459	24.792257	0.753664	14	0	#deff7fffffffffffff22	1	"(131, 281, 39)-(134, 278, 43)"	0.43634	1.838303	0	NA	NA
patient16.gd	"(133, 279, 45)-(134, 278, 43)"	3.464102	7.083502	0.806777	4	0	#d600ff	1	"(131, 281, 39)-(134, 278, 43)"	0.467091	0.45835	0	NA	NA
patient16.gd	"(129, 268, 48)-(134, 278, 43)"	16.77778	44.271887	0.916478	25	0	#bc00ff	1	"(131, 281, 39)-(134, 278, 43)"	0.530603	2.21994	0	NA	NA
patient16.gd	"(131, 281, 39)-(132, 286, 44)"	9.756955	46.042763	1.2256	31	5	#ff00b5	1	"(131, 281, 39)-(131, 283, 35)"	0.62886	1.429249	0	NA	NA
patient16.gd	"(129, 277, 30)-(130, 275, 31)"	3.280834	15.937879	1.243507	10	1	#ff004b	4	"(129, 270, 32)-(130, 275, 31)"	0.422435	0.480322	2	1.476227451	1.255005203
patient16.gd	"(129, 277, 30)-(130, 278, 30)"	1.67332	3.541751	0.820814	2	0	#1fff7fffffffffffffe1	3	"(129, 277, 30)-(130, 275, 31)"	0.66008	0.510029	2	NA	NA
patient16.gd	"(130, 278, 30)-(142, 284, 21)"	22.06264	146.982666	1.456228	88	5	#00a8ff	1	"(129, 277, 30)-(130, 278, 30)"	1.774127	13.184949	0	NA	NA
patient16.gd	"(130, 278, 30)-(135, 288, 27)"	15.68011	166.462296	1.838266	96	2	#eb00ff	2	"(129, 277, 30)-(130, 278, 30)"	2.239566	9.370658	2	1.789833158	NA
patient16.gd	"(135, 288, 27)-(144, 296, 24)"	15.842669	92.085525	1.360212	53	1	#ff777ffffffffffffe7a	1	"(130, 278, 30)-(135, 288, 27)"	0.739943	1.010367	0	NA	NA
patient16.gd	"(135, 288, 27)-(135, 292, 25)"	7.541875	30.104883	1.127207	17	0	#ff0012	1	"(130, 278, 30)-(135, 288, 27)"	0.61319	0.480984	0	NA	NA
patient16.gd	"(128, 278, 29)-(129, 277, 30)"	2.097618	3.541751	0.733113	2	0	#e600ff	1	"(129, 277, 30)-(130, 275, 31)"	0.589553	0.639355	0	NA	NA
patient16.gd	"(115, 259, 24)-(120, 262, 27)"	9.639493	463.969378	3.914196	373	111	#00adff	118	"(120, 262, 27)-(121, 261, 29)"	2.759726	2.866739	2	NA	NA
patient16.gd	"(115, 259, 24)-(118, 254, 27)"	8.783822	439.177121	3.989359	319	71	#ff007c	1	"(115, 259, 24)-(120, 262, 27)"	1.019203	0.911233	0	NA	NA
patient16.gd	"(111, 261, 17)-(115, 259, 24)"	12.38835	649.911305	4.086442	531	164	#ffb47ffffffffffffeb7	117	"(115, 259, 24)-(120, 262, 27)"	1.044005	1.285166	3	20.66268092	NA
patient16.gd	"(111, 261, 17)-(114, 253, 17)"	11.784635	410.843114	3.331233	329	97	#08ff7ffffffffffffff8	1	"(111, 261, 17)-(115, 259, 24)"	0.815191	0.951268	0	NA	NA
patient16.gd	"(111, 261, 17)-(111, 262, 16)"	1.732051	3.541751	0.806777	2	0	#001aff	115	"(111, 261, 17)-(115, 259, 24)"	0.197428	0.139813	2	NA	NA
patient16.gd	"(111, 262, 16)-(112, 263, 15)"	2.097618	3.541751	0.733113	2	0	#ff087ffffffffffffe0b	89	"(111, 261, 17)-(111, 262, 16)"	0.908693	1.21106	2	NA	NA
patient16.gd	"(112, 263, 15)-(115, 266, 15)"	5.01996	97.398152	2.485137	87	32	#8aff7fffffffffffff76	82	"(111, 262, 16)-(112, 263, 15)"	3.389841	2.393172	2	NA	NA
patient16.gd	"(115, 266, 15)-(119, 269, 15)"	8.024904	258.547821	3.2024	223	77	#ff00e3	2	"(112, 263, 15)-(115, 266, 15)"	1.288621	1.598599	2	1.382263561	2.506741569
patient16.gd	"(119, 269, 15)-(122, 272, 12)"	6.292853	65.522393	1.820523	62	25	#f3ff7fffffffffffff0d	1	"(115, 266, 15)-(119, 269, 15)"	0.568487	0.784166	0	NA	NA
patient16.gd	"(119, 269, 15)-(122, 266, 15)"	5.868555	77.918522	2.055795	59	15	#00ff1a	1	"(115, 266, 15)-(119, 269, 15)"	0.641954	0.731293	0	NA	NA
patient16.gd	"(115, 266, 15)-(118, 276, 19)"	18.875398	435.63537	2.710432	323	77	#69ff7fffffffffffff97	80	"(112, 263, 15)-(115, 266, 15)"	1.090657	3.760069	2	0.946663587	0.538469916
patient16.gd	"(118, 276, 19)-(123, 273, 14)"	10.488088	106.252529	1.795753	74	14	#ff00cd	1	"(115, 266, 15)-(118, 276, 19)"	0.662534	0.555649	0	NA	NA
patient16.gd	"(118, 276, 19)-(119, 277, 19)"	1.67332	3.541751	0.820814	2	0	#80ff7fffffffffffff80	79	"(115, 266, 15)-(118, 276, 19)"	0.302835	0.088651	2	NA	NA
patient16.gd	"(119, 277, 19)-(121, 281, 15)"	7.659337	63.751518	1.627701	45	9	#8300ff	1	"(118, 276, 19)-(119, 277, 19)"	1.983034	4.577329	0	NA	NA
patient16.gd	"(119, 277, 19)-(121, 278, 20)"	3.280834	19.47963	1.374749	20	9	#ff6d7ffffffffffffe70	78	"(118, 276, 19)-(119, 277, 19)"	1.674861	1.960673	2	NA	NA
patient16.gd	"(121, 278, 20)-(124, 281, 16)"	9.20812	86.772899	1.731935	65	16	#00ffaa	1	"(119, 277, 19)-(121, 278, 20)"	1.259819	2.80664	0	NA	NA
patient16.gd	"(120, 279, 21)-(121, 278, 20)"	2.097618	3.541751	0.733113	2	0	#4400ff	77	"(119, 277, 19)-(121, 278, 20)"	0.533271	0.639355	2	NA	NA
patient16.gd	"(120, 279, 21)-(121, 279, 22)"	1.732051	3.541751	0.806777	2	0	#ff0074	76	"(120, 279, 21)-(121, 278, 20)"	1.100482	0.825723	2	NA	NA
patient16.gd	"(121, 279, 22)-(123, 281, 20)"	4.195235	28.334008	1.466226	19	3	#00ff57	1	"(120, 279, 21)-(121, 279, 22)"	1.817386	2.42212	0	NA	NA
patient16.gd	"(121, 279, 22)-(121, 279, 23)"	1.264911	3.541751	0.94407	2	0	#0018ff	75	"(120, 279, 21)-(121, 279, 22)"	1.170174	0.730297	2	NA	NA
patient16.gd	"(121, 279, 23)-(126, 276, 23)"	8.234987	235.52644	3.017265	173	40	#09ff7ffffffffffffff7	10	"(121, 279, 22)-(121, 279, 23)"	3.196019	6.510329	2	2.284459575	NA
patient16.gd	"(126, 276, 23)-(130, 269, 22)"	10.791763	207.192432	2.472099	145	28	#6c00ff	8	"(121, 279, 23)-(126, 276, 23)"	0.819318	1.310477	2	4.828042781	NA
patient16.gd	"(130, 269, 22)-(133, 265, 24)"	7.051771	113.336031	2.26183	69	5	#70ff7fffffffffffff90	6	"(126, 276, 23)-(130, 269, 22)"	0.914943	0.65344	2	1.143460699	1.214092173
patient16.gd	"(133, 265, 24)-(135, 263, 26)"	4.195235	24.792257	1.371529	19	5	#ff00e7	5	"(130, 269, 22)-(133, 265, 24)"	0.60638	0.594919	2	NA	NA
patient16.gd	"(135, 263, 26)-(147, 260, 29)"	17.190871	92.085525	1.305785	52	0	#0093ff	1	"(133, 265, 24)-(135, 263, 26)"	0.952066	4.097713	0	NA	NA
patient16.gd	"(134, 251, 33)-(135, 263, 26)"	19.261673	134.586537	1.491348	78	2	#ff000d	4	"(133, 265, 24)-(135, 263, 26)"	1.087361	4.591321	2	2.63667488	1.815097677
patient16.gd	"(134, 251, 33)-(136, 244, 41)"	14.1204	30.104883	0.823797	17	0	#7aff7fffffffffffff86	1	"(134, 251, 33)-(135, 263, 26)"	0.552384	0.733083	0	NA	NA
patient16.gd	"(134, 251, 33)-(135, 242, 33)"	12.11218	70.83502	1.364388	40	0	#c8ff7fffffffffffff38	3	"(134, 251, 33)-(135, 263, 26)"	0.914869	0.628823	2	1.73243724	NA
patient16.gd	"(135, 242, 33)-(142, 232, 33)"	15.262888	40.730136	0.921647	23	0	#ff0055	1	"(134, 251, 33)-(135, 242, 33)"	0.675502	1.260127	0	NA	NA
patient16.gd	"(126, 232, 38)-(135, 242, 33)"	18.489122	47.813638	0.907283	27	0	#e0ff7fffffffffffff20	2	"(134, 251, 33)-(135, 242, 33)"	0.664974	1.52649	2	8.005589172	1.193843581
patient16.gd	"(124, 221, 39)-(126, 232, 38)"	14.544419	24.792257	0.736605	14	0	#ff407ffffffffffffe43	1	"(126, 232, 38)-(135, 242, 33)"	0.81188	0.786647	0	NA	NA
patient16.gd	"(122, 231, 39)-(126, 232, 38)"	5.771803	14.167004	0.883911	8	0	#00e9ff	1	"(126, 232, 38)-(135, 242, 33)"	0.974239	0.312173	0	NA	NA
patient16.gd	"(133, 265, 24)-(135, 263, 23)"	3.770938	14.167004	1.093552	8	0	#a7ff7fffffffffffff59	1	"(130, 269, 22)-(133, 265, 24)"	0.483481	0.53475	0	NA	NA
patient16.gd	"(127, 263, 19)-(130, 269, 22)"	15.835594	196.567179	1.987757	161	50	#00ff83	2	"(126, 276, 23)-(130, 269, 22)"	0.804077	1.467378	2	0.96208218	NA
patient16.gd	"(127, 263, 19)-(129, 263, 17)"	4.195235	10.625253	0.897876	7	1	#00ff1f	1	"(127, 263, 19)-(130, 269, 22)"	0.451703	0.264924	0	NA	NA
patient16.gd	"(127, 263, 19)-(128, 246, 14)"	25.184829	85.002024	1.036502	48	0	#ff0090	1	"(127, 263, 19)-(130, 269, 22)"	0.521443	1.590394	0	NA	NA
patient16.gd	"(126, 276, 23)-(129, 278, 22)"	5.078691	60.209767	1.942597	39	5	#3e00ff	2	"(121, 279, 23)-(126, 276, 23)"	0.643827	0.616721	2	1.801409451	NA
patient16.gd	"(129, 278, 22)-(139, 287, 15)"	20.030829	81.460273	1.137754	46	0	#6dff7fffffffffffff93	1	"(126, 276, 23)-(129, 278, 22)"	0.585687	3.944093	0	NA	NA
patient16.gd	"(129, 278, 22)-(137, 278, 19)"	11.967903	83.231148	1.487849	48	1	#00ff03	1	"(126, 276, 23)-(129, 278, 22)"	0.765908	2.356494	0	NA	NA
patient16.gd	"(111, 281, 27)-(121, 279, 23)"	17.57472	621.577297	3.355277	433	82	#ff3f7ffffffffffffe42	65	"(121, 279, 22)-(121, 279, 23)"	3.554057	13.894036	2	NA	NA
patient16.gd	"(111, 281, 27)-(125, 297, 27)"	29.000864	880.125118	3.108077	649	152	#ff00b6	2	"(111, 281, 27)-(121, 279, 23)"	0.926325	1.650147	2	1.254548516	NA
patient16.gd	"(125, 297, 27)-(149, 317, 38)"	52.38076	575.534534	1.870143	345	20	#79ff7fffffffffffff87	1	"(111, 281, 27)-(125, 297, 27)"	0.601704	1.806179	0	NA	NA
patient16.gd	"(125, 297, 27)-(149, 313, 21)"	42.97987	393.134359	1.70633	244	22	#6dff7fffffffffffff93	1	"(111, 281, 27)-(125, 297, 27)"	0.548999	1.48202	0	NA	NA
patient16.gd	"(101, 287, 24)-(111, 281, 27)"	19.516854	956.272764	3.949217	677	137	#2c00ff	63	"(111, 281, 27)-(121, 279, 23)"	1.177017	1.110507	2	1.607794869	0.696625883
patient16.gd	"(101, 287, 24)-(104, 292, 22)"	9.20812	244.380818	2.906519	211	73	#ff00b5	61	"(101, 287, 24)-(111, 281, 27)"	0.735973	0.471803	2	NA	NA
patient16.gd	"(104, 292, 22)-(104, 293, 21)"	1.732051	3.541751	0.806777	2	0	#ff0029	60	"(101, 287, 24)-(104, 292, 22)"	0.277575	0.1881	2	NA	NA
patient16.gd	"(104, 293, 21)-(105, 294, 20)"	2.097618	3.541751	0.733113	2	0	#0092ff	28	"(104, 292, 22)-(104, 293, 21)"	0.908693	1.21106	2	NA	NA
patient16.gd	"(105, 294, 20)-(107, 292, 20)"	3.34664	35.41751	1.835395	28	8	#13ff7fffffffffffffed	23	"(104, 293, 21)-(105, 294, 20)"	2.503564	1.595448	2	NA	NA
patient16.gd	"(107, 292, 20)-(117, 286, 18)"	30.084382	1053.670916	3.338928	817	222	#5000ff	1	"(105, 294, 20)-(107, 292, 20)"	1.819187	8.989429	0	NA	NA
patient16.gd	"(107, 292, 20)-(115, 296, 16)"	15.045729	630.431674	3.652056	468	112	#ffd77ffffffffffffeda	22	"(105, 294, 20)-(107, 292, 20)"	1.989793	4.495771	2	0.724120232	0.382673207
patient16.gd	"(115, 296, 16)-(116, 295, 15)"	2.097618	3.541751	0.733113	2	0	#00feff	4	"(107, 292, 20)-(115, 296, 16)"	0.20074	0.139416	3	NA	NA
patient16.gd	"(116, 295, 15)-(121, 299, 15)"	8.849629	212.505059	2.764695	153	33	#ffc67ffffffffffffec9	2	"(115, 296, 16)-(116, 295, 15)"	3.771171	4.218895	2	1.839010845	NA
patient16.gd	"(121, 299, 15)-(127, 301, 15)"	9.908307	134.586537	2.079343	108	32	#77ff7fffffffffffff89	1	"(116, 295, 15)-(121, 299, 15)"	0.752106	1.11963	0	NA	NA
patient16.gd	"(121, 299, 15)-(124, 296, 15)"	5.868555	53.126265	1.697517	42	12	#ff427ffffffffffffe45	1	"(116, 295, 15)-(121, 299, 15)"	0.613998	0.663141	0	NA	NA
patient16.gd	"(116, 295, 15)-(119, 291, 18)"	7.600606	150.524417	2.510755	108	23	#3700ff	1	"(115, 296, 16)-(116, 295, 15)"	3.424787	3.623447	0	NA	NA
patient16.gd	"(116, 295, 15)-(118, 294, 7)"	14.93805	177.087549	1.94255	127	27	#00ffec	1	"(115, 296, 16)-(116, 295, 15)"	2.649728	7.121436	0	NA	NA
patient16.gd	"(114, 298, 16)-(115, 296, 16)"	2.856536	42.501012	2.17623	28	4	#ff357ffffffffffffe38	18	"(107, 292, 20)-(115, 296, 16)"	0.595892	0.189857	2	NA	NA
patient16.gd	"(112, 307, 14)-(114, 298, 16)"	14.555625	561.36753	3.503751	430	113	#dcff7fffffffffffff24	11	"(114, 298, 16)-(115, 296, 16)"	1.610009	5.095551	2	1.22961149	0.805868887
patient16.gd	"(112, 307, 14)-(113, 307, 8)"	12.205082	322.299339	2.899242	234	52	#0074ff	1	"(112, 307, 14)-(114, 298, 16)"	0.827468	0.838513	0	NA	NA
patient16.gd	"(112, 307, 14)-(112, 308, 14)"	1.183216	3.541751	0.976117	2	0	#009dff	10	"(112, 307, 14)-(114, 298, 16)"	0.278592	0.081289	2	NA	NA
patient16.gd	"(112, 308, 14)-(115, 309, 14)"	5.137422	72.605895	2.120989	56	15	#0079ff	7	"(112, 307, 14)-(112, 308, 14)"	2.172883	4.341914	2	NA	NA
patient16.gd	"(115, 309, 14)-(117, 309, 15)"	2.915267	19.47963	1.458399	16	5	#a3ff7fffffffffffff5d	6	"(112, 308, 14)-(115, 309, 14)"	0.687603	0.567457	2	NA	NA
patient16.gd	"(117, 309, 15)-(122, 306, 15)"	8.234987	201.879806	2.793444	147	33	#ffeb7ffffffffffffeee	5	"(115, 309, 14)-(117, 309, 15)"	1.915419	2.82478	2	1.961509481	1.384970258
patient16.gd	"(122, 306, 15)-(124, 308, 12)"	6.402333	118.648658	2.428775	86	19	#00f8ff	4	"(117, 309, 15)-(122, 306, 15)"	0.869455	0.777455	2	0.790234419	2.752361523
patient16.gd	"(124, 308, 12)-(127, 305, 11)"	6.292853	33.646634	1.304584	31	12	#0045ff	1	"(122, 306, 15)-(124, 308, 12)"	0.537137	0.9829	0	NA	NA
patient16.gd	"(123, 309, 13)-(124, 308, 12)"	2.097618	3.541751	0.733113	2	0	#ffda7ffffffffffffedd	3	"(122, 306, 15)-(124, 308, 12)"	0.301845	0.327633	2	NA	NA
patient16.gd	"(123, 309, 13)-(126, 312, 11)"	5.868555	44.271887	1.549614	33	8	#0500ff	2	"(123, 309, 13)-(124, 308, 12)"	2.113745	2.797724	2	NA	NA
patient16.gd	"(126, 312, 11)-(129, 310, 8)"	8.418255	42.501012	1.267692	36	12	#00ff37	1	"(123, 309, 13)-(126, 312, 11)"	0.818069	1.434468	0	NA	NA
patient16.gd	"(125, 315, 10)-(126, 312, 11)"	4.588587	35.41751	1.567453	26	6	#ff467ffffffffffffe49	1	"(123, 309, 13)-(126, 312, 11)"	1.011512	0.781894	0	NA	NA
patient16.gd	"(121, 315, 16)-(123, 309, 13)"	10.332605	123.961284	1.954174	86	16	#8dff7fffffffffffff73	1	"(123, 309, 13)-(124, 308, 12)"	2.665583	4.925876	0	NA	NA
patient16.gd	"(122, 306, 15)-(124, 307, 16)"	3.405371	19.47963	1.349377	18	7	#43ff7fffffffffffffbd	1	"(117, 309, 15)-(122, 306, 15)"	0.483051	0.413525	0	NA	NA
patient16.gd	"(117, 309, 15)-(119, 316, 10)"	13.454104	226.672063	2.315777	152	24	#00ff6d	1	"(115, 309, 14)-(117, 309, 15)"	1.58789	4.615051	0	NA	NA
patient16.gd	"(115, 309, 14)-(117, 309, 8)"	10.290732	161.14967	2.232629	118	27	#00ff6f	1	"(112, 308, 14)-(115, 309, 14)"	1.052636	2.003093	0	NA	NA
patient16.gd	"(112, 308, 14)-(112, 311, 14)"	5.502989	81.460273	2.170694	73	27	#ff0020	3	"(112, 307, 14)-(112, 308, 14)"	2.223805	4.650874	2	NA	NA
patient16.gd	"(111, 313, 12)-(112, 311, 14)"	3.829669	21.250506	1.329013	17	5	#c200ff	2	"(112, 308, 14)-(112, 311, 14)"	0.612252	0.695925	2	NA	NA
