tag	name	len	vol	rad	voxc	defc	col	tips	parent	beta	gamma	nchild	q	s
patient3.gd	"(129, 268, 25)-(132, 273, 24)"	7.81069	65.522393	1.634087	40	3	#e6ff7fffffffffffff1a	1	"(120, 265, 29)-(129, 268, 25)"	0.663293	0.51913	0	NA	NA
patient3.gd	"(129, 268, 25)-(131, 266, 25)"	3.34664	7.083502	0.820814	5	1	#ffcb7ffffffffffffece	1	"(120, 265, 29)-(129, 268, 25)"	0.333177	0.222431	0	NA	NA
patient3.gd	"(120, 265, 29)-(125, 260, 27)"	9.908307	255.006071	2.862204	179	35	#ff8b7ffffffffffffe8e	3	"(117, 266, 32)-(120, 265, 29)"	0.844498	1.55318	2	0.94857474	NA
patient3.gd	"(125, 260, 27)-(127, 258, 24)"	5.460146	49.584514	1.700184	31	3	#00ffdd	2	"(120, 265, 29)-(125, 260, 27)"	0.594012	0.551068	2	2.333042352	NA
patient3.gd	"(127, 258, 24)-(129, 258, 26)"	4.195235	12.396128	0.969817	7	0	#8400ff	1	"(125, 260, 27)-(127, 258, 24)"	0.570419	0.768338	0	NA	NA
patient3.gd	"(127, 258, 24)-(128, 253, 20)"	9.193062	63.751518	1.485731	36	0	#0051ff	1	"(125, 260, 27)-(127, 258, 24)"	0.873865	1.683666	0	NA	NA
patient3.gd	"(122, 241, 33)-(125, 260, 27)"	29.080304	102.710778	1.060312	63	5	#ffa47ffffffffffffea7	1	"(120, 265, 29)-(125, 260, 27)"	0.370453	2.934942	0	NA	NA
patient3.gd	"(109, 270, 26)-(112, 265, 30)"	9.20812	416.15574	3.792866	303	68	#76ff7fffffffffffff8a	1	"(110, 263, 30)-(112, 265, 30)"	2.241447	2.751452	0	NA	NA
patient3.gd	"(105, 263, 20)-(110, 263, 30)"	18.315636	1287.426481	4.730154	926	199	#0076ff	21	"(103, 257, 38)-(110, 263, 30)"	1.265273	1.115761	2	1.544897212	NA
patient3.gd	"(105, 263, 20)-(111, 270, 12)"	19.84853	568.451032	3.019308	420	99	#b4ff7fffffffffffff4c	6	"(105, 263, 20)-(110, 263, 30)"	0.638311	1.083693	3	1.500484957	1.361363977
patient3.gd	"(111, 270, 12)-(115, 273, 10)"	7.051771	38.959261	1.326115	33	11	#2dff7fffffffffffffd3	1	"(105, 263, 20)-(111, 270, 12)"	0.439212	0.355279	0	NA	NA
patient3.gd	"(111, 270, 12)-(113, 268, 11)"	3.770938	26.563132	1.497408	17	2	#ff00e7	4	"(105, 263, 20)-(111, 270, 12)"	0.495944	0.189986	2	NA	NA
patient3.gd	"(113, 268, 11)-(114, 266, 11)"	2.856536	21.250506	1.538827	12	0	#ff607ffffffffffffe63	2	"(111, 270, 12)-(113, 268, 11)"	1.027661	0.757513	2	NA	NA
patient3.gd	"(114, 266, 11)-(118, 269, 11)"	7.051771	72.605895	1.810347	57	16	#00ff35	1	"(113, 268, 11)-(114, 266, 11)"	1.176446	2.468644	0	NA	NA
patient3.gd	"(113, 261, 17)-(114, 266, 11)"	11.123439	157.607919	2.123707	126	37	#ad00ff	1	"(113, 268, 11)-(114, 266, 11)"	1.380081	3.894031	0	NA	NA
patient3.gd	"(113, 268, 8)-(113, 268, 11)"	5.460146	53.126265	1.759858	40	10	#ffe07ffffffffffffee3	2	"(111, 270, 12)-(113, 268, 11)"	1.17527	1.447955	2	3.336718173	24.03252616
patient3.gd	"(113, 268, 8)-(115, 271, 6)"	5.378451	40.730136	1.552581	31	8	#00e9ff	1	"(113, 268, 8)-(113, 268, 11)"	0.88222	0.985038	0	NA	NA
patient3.gd	"(112, 266, 5)-(113, 268, 8)"	5.196152	26.563132	1.275627	23	8	#00bdff	1	"(113, 268, 8)-(113, 268, 11)"	0.724847	0.951651	0	NA	NA
patient3.gd	"(110, 273, 4)-(111, 270, 12)"	14.485967	106.252529	1.527992	88	28	#ed00ff	1	"(105, 263, 20)-(111, 270, 12)"	0.506073	0.729826	0	NA	NA
patient3.gd	"(105, 263, 20)-(106, 260, 16)"	7.659337	219.588561	3.020886	211	87	#ff00e8	15	"(105, 263, 20)-(110, 263, 30)"	0.638644	0.418186	2	NA	NA
patient3.gd	"(106, 260, 16)-(112, 258, 6)"	18.790682	690.641441	3.420425	494	104	#b700ff	2	"(105, 263, 20)-(106, 260, 16)"	1.132259	2.453304	2	1.828070688	1.318079982
patient3.gd	"(112, 258, 6)-(117, 263, 4)"	12.679297	187.712802	2.170823	129	23	#0073ff	1	"(106, 260, 16)-(112, 258, 6)"	0.634665	0.674765	0	NA	NA
patient3.gd	"(112, 258, 0)-(112, 258, 6)"	9.458025	185.941926	2.501575	127	22	#ff001b	1	"(106, 260, 16)-(112, 258, 6)"	0.731364	0.503336	0	NA	NA
patient3.gd	"(105, 260, 14)-(106, 260, 16)"	2.996962	26.563132	1.679671	25	10	#ff0076	13	"(105, 263, 20)-(106, 260, 16)"	0.556019	0.391282	2	NA	NA
patient3.gd	"(105, 260, 14)-(106, 263, 9)"	9.756955	361.2586	3.433025	256	52	#00feff	2	"(105, 260, 14)-(106, 260, 16)"	2.043868	3.255615	2	3.077134798	NA
patient3.gd	"(104, 270, 7)-(106, 263, 9)"	12.189193	304.590584	2.820303	215	43	#8900ff	1	"(105, 260, 14)-(106, 263, 9)"	0.821521	1.249283	0	NA	NA
patient3.gd	"(104, 264, 4)-(106, 263, 9)"	15.10446	334.695468	2.655812	233	44	#19ff7fffffffffffffe7	1	"(105, 260, 14)-(106, 263, 9)"	0.773607	1.548071	0	NA	NA
patient3.gd	"(98, 267, 16)-(105, 260, 14)"	14.22808	561.36753	3.543852	403	86	#f700ff	11	"(105, 260, 14)-(106, 260, 16)"	2.109849	4.747501	2	3.821622812	NA
patient3.gd	"(98, 267, 16)-(103, 273, 13)"	15.10446	494.074262	3.226774	350	71	#ff0066	1	"(98, 267, 16)-(105, 260, 14)"	0.910527	1.061595	0	NA	NA
patient3.gd	"(96, 268, 15)-(98, 267, 16)"	3.280834	69.064144	2.588566	58	19	#a200ff	10	"(98, 267, 16)-(105, 260, 14)"	0.730439	0.230589	2	2.677555554	NA
patient3.gd	"(95, 270, 17)-(96, 268, 15)"	3.829669	26.563132	1.485881	19	4	#3b00ff	9	"(96, 268, 15)-(98, 267, 16)"	0.574017	1.167285	2	NA	NA
patient3.gd	"(93, 277, 18)-(95, 270, 17)"	10.791763	292.194456	2.935721	234	69	#00ff46	1	"(95, 270, 17)-(96, 268, 15)"	1.975744	2.817937	0	NA	NA
patient3.gd	"(78, 267, 21)-(95, 270, 17)"	30.004943	1034.191286	3.312296	810	226	#0086ff	8	"(95, 270, 17)-(96, 268, 15)"	2.229179	7.834867	2	1.464857326	0.596586132
patient3.gd	"(77, 272, 20)-(78, 267, 21)"	7.928151	88.543774	1.885463	70	20	#00ff97	3	"(78, 267, 21)-(95, 270, 17)"	0.569232	0.264228	2	NA	NA
patient3.gd	"(77, 272, 20)-(80, 278, 19)"	14.286811	357.716849	2.823106	321	119	#7dff7fffffffffffff83	1	"(77, 272, 20)-(78, 267, 21)"	1.497301	1.802036	0	NA	NA
patient3.gd	"(73, 276, 19)-(77, 272, 20)"	7.117578	79.689397	1.887814	63	18	#00c8ff	2	"(77, 272, 20)-(78, 267, 21)"	1.001247	0.89776	2	1.072153861	2.079811949
patient3.gd	"(70, 277, 18)-(73, 276, 19)"	4.588587	8.854377	0.783727	5	0	#ff0068	1	"(73, 276, 19)-(77, 272, 20)"	0.41515	0.644684	0	NA	NA
patient3.gd	"(70, 275, 20)-(73, 276, 19)"	5.561719	24.792257	1.191183	29	15	#69ff7fffffffffffff97	1	"(73, 276, 19)-(77, 272, 20)"	0.630985	0.781406	0	NA	NA
patient3.gd	"(76, 262, 20)-(78, 267, 21)"	10.947246	171.774923	2.234871	106	9	#0003ff	5	"(78, 267, 21)-(95, 270, 17)"	0.67472	0.364848	2	2.842444318	0.815849951
patient3.gd	"(76, 262, 20)-(77, 260, 18)"	3.829669	17.708755	1.213217	11	1	#00a5ff	1	"(76, 262, 20)-(78, 267, 21)"	0.542858	0.349829	0	NA	NA
patient3.gd	"(73, 261, 21)-(76, 262, 20)"	5.561719	76.147646	2.087607	50	7	#ffc67ffffffffffffec9	4	"(76, 262, 20)-(78, 267, 21)"	0.934106	0.508047	2	3.863875009	NA
patient3.gd	"(70, 256, 24)-(73, 261, 21)"	8.783822	100.939903	1.912559	60	3	#2900ff	3	"(73, 261, 21)-(76, 262, 20)"	0.916149	1.579336	2	3.17824384	NA
patient3.gd	"(67, 250, 24)-(70, 256, 24)"	9.667278	72.605895	1.546176	41	0	#ff0010	2	"(70, 256, 24)-(73, 261, 21)"	0.808433	1.100578	2	1.000600279	0.545917066
patient3.gd	"(66, 249, 25)-(67, 250, 24)"	2.097618	3.541751	0.733113	2	0	#4cff7fffffffffffffb4	1	"(67, 250, 24)-(70, 256, 24)"	0.474146	0.216981	0	NA	NA
patient3.gd	"(66, 248, 23)-(67, 250, 24)"	3.405371	7.083502	0.813705	4	0	#00ffb3	1	"(67, 250, 24)-(70, 256, 24)"	0.526269	0.352257	0	NA	NA
patient3.gd	"(57, 253, 34)-(70, 256, 24)"	26.029573	191.254553	1.529317	112	4	#ff157ffffffffffffe18	1	"(70, 256, 24)-(73, 261, 21)"	0.799618	2.963354	0	NA	NA
patient3.gd	"(62, 258, 17)-(73, 261, 21)"	18.260756	131.044786	1.511387	80	6	#00fff5	1	"(73, 261, 21)-(76, 262, 20)"	0.72398	3.283293	0	NA	NA
patient3.gd	"(94, 268, 13)-(96, 268, 15)"	3.464102	60.209767	2.35214	42	8	#d0ff7fffffffffffff30	1	"(96, 268, 15)-(98, 267, 16)"	0.908665	1.05586	0	NA	NA
patient3.gd	"(100, 313, 30)-(103, 257, 38)"	86.911428	6803.703631	4.991825	4480	638	#28ff7fffffffffffffd8	2	"(102, 246, 29)-(103, 257, 38)"	0.818996	4.37243	2	1.067699792	0.290399765
patient3.gd	"(100, 313, 30)-(103, 317, 27)"	7.600606	141.670039	2.435791	100	20	#9eff7fffffffffffff62	1	"(100, 313, 30)-(103, 257, 38)"	0.487956	0.087452	0	NA	NA
patient3.gd	"(96, 317, 26)-(100, 313, 30)"	8.390471	203.650681	2.779552	162	47	#94ff7fffffffffffff6c	1	"(100, 313, 30)-(103, 257, 38)"	0.556821	0.09654	0	NA	NA
